#;NIVEL;NIVEL_DESCRIPCIÓN;NECESIDAD;DESCRIPCIÓN;EXPLICACIÓN;TIPS;;;;;;;;;;;;;;;;;;;
1;FUNDAMENTAL;"<b>Nivel de lo Fundamental: Liderazgo y Equipo</b>. 

Si tu farmacia está en este nivel, tu foco debería estar en desarrollar tus habilidades de liderazgo y comunicación y en lograr que tu equipo de farmacia, no sólo esté más implicado, sino que también mejore su rendimiento tanto a nivel colectivo como individual. 

Tener un equipo implicado y de alto rendimiento es VITAL para el éxito futuro de la farmacia, porque es el PILAR sobre los que se construye el resto de la Pirámide (lo básico, lo avanzado y lo diferencial). 

Si esta base NO es estable, podrás seguir trabajando cosas de otros niveles, pero te costará mucho hacer realidad las mejoras y lo más seguro es que a los pocos días, el equipo vuelva a hacer lo mismo de antes. 

Cuando aprendas cómo trabajar de la manera correcta este nivel, podrás lograr con tu farmacia CUALQUIER COSA QUE TE PROPONGAS. 
";Liderazgo y Comunicación;¿Tienes las habilidades de liderazgo necesarias para inspirar, motivar y hacer que el  equipo te siga y hagan realidad los nuevos proyectos e iniciativas que propones y de forma permanente?;"Desarrollar habilidades de liderazgo y comunicación es lo MÁS IMPORTANTE que puedes hacer por tu farmacia. 

Todo está conectado: la rentabilidad de la farmacia y tus habilidades de liderazgo. 

Si sabes liderar de la manera correcta, tu equipo estará más implicado y hará mejor su trabajo de cara al cliente. Entonces, cuando el cliente os visite, vivirá una mejor experiencia y estará MÁS ABIERTO a volver a la farmacia y recomendarla a otras personas. Esto hará que más personas, os visiten y, como consecuencia, la farmacia CRECERÁ. 
";"A partir de mañana, dedica 10 minutos al inicio del día para comunicar los objetivos diarios y escuchar a tu equipo. Esto mejorará la implicación y motivación, creando un ambiente de trabajo más cohesionado y productivo.

Al mantener a todos informados y comprometidos, se fortalecerá el liderazgo y la comunicación efectiva en la farmacia.";;;;;;;;;;;;;;;;;;;
2;FUNDAMENTAL;"<b>Nivel de lo Fundamental: Liderazgo y Equipo</b>. 

Si tu farmacia está en este nivel, tu foco debería estar en desarrollar tus habilidades de liderazgo y comunicación y en lograr que tu equipo de farmacia, no sólo esté más implicado, sino que también mejore su rendimiento tanto a nivel colectivo como individual. 

Tener un equipo implicado y de alto rendimiento es VITAL para el éxito futuro de la farmacia, porque es el PILAR sobre los que se construye el resto de la Pirámide (lo básico, lo avanzado y lo diferencial). 

Si esta base NO es estable, podrás seguir trabajando cosas de otros niveles, pero te costará mucho hacer realidad las mejoras y lo más seguro es que a los pocos días, el equipo vuelva a hacer lo mismo de antes. 

Cuando aprendas cómo trabajar de la manera correcta este nivel, podrás lograr con tu farmacia CUALQUIER COSA QUE TE PROPONGAS. 
";Coordinación del equipo;¿Tenéis algún tipo de herramienta semanal, como reuniones, que permita que el equipo colabore y se autoorganice para responder a los distintos retos que aparecen?;"Muchas farmacias están lidiando con el reto de que el equipo NO es un EQUIPO, sino un grupo de personas que trabajan juntas. 

Para crear sentimiento de EQUIPO necesitas incorporar dinámicas que fomenten el sentimiento de pertenencia y el sentimiento de dirección o propósito. 

Pero lograr que tu equipo se sienta un equipo es sólo una parte, la otra está en que trabaje como un equipo. NO importa el proyecto que sea, si no consigues coordinar a tu equipo, no lo lograrás. 

Como dice el proverbio africano: “si quieres ir rápido ve sólo, pero si quieres llegar lejos, ve acompañado”. 


";"Elige cada semana un aspecto importante que te gustaría trabajar con el equipo y organiza una reunión de 10 minutos para decirle al equipo cuál es la tarea y coordinar la forma en que se va a hacer. 

A la semana, haz seguimiento de cómo de cómo fue y, si se logró, pon un nuevo objetivo para esa semana.

Esto fomentará el sentido de pertenencia y mejorará la coordinación. Al saber en qué están trabajando sus compañeros, el equipo podrá apoyarse mutuamente y trabajar de manera más eficiente y armoniosa. 

Esto permitirá a la farmacia funcionar como un equipo unido y orientado a objetivos comunes.


";;;;;;;;;;;;;;;;;;;
3;FUNDAMENTAL;"<b>Nivel de lo Fundamental: Liderazgo y Equipo</b>. 

Si tu farmacia está en este nivel, tu foco debería estar en desarrollar tus habilidades de liderazgo y comunicación y en lograr que tu equipo de farmacia, no sólo esté más implicado, sino que también mejore su rendimiento tanto a nivel colectivo como individual. 

Tener un equipo implicado y de alto rendimiento es VITAL para el éxito futuro de la farmacia, porque es el PILAR sobre los que se construye el resto de la Pirámide (lo básico, lo avanzado y lo diferencial). 

Si esta base NO es estable, podrás seguir trabajando cosas de otros niveles, pero te costará mucho hacer realidad las mejoras y lo más seguro es que a los pocos días, el equipo vuelva a hacer lo mismo de antes. 

Cuando aprendas cómo trabajar de la manera correcta este nivel, podrás lograr con tu farmacia CUALQUIER COSA QUE TE PROPONGAS. 
";Calidad y Procesos;¿Tenéis procesos eficientes, digitalzaidos, que todos en el equipo conocen y siguen y donde no hay cuellos de botellas ni ralentizaciones?;"Todos queremos aumentar los márgenes o el ticket medio de los clientes, pero tenemos a descuidar los calidad y los procesos internos. 

Sin necesidad de abrir nuevos frentes, en los procesos internos podemos encontrar grandes márgenes simplemente haciendo las cosas que hacemos mejor, o de manera más eficiente. 

Piensa en los encargos. Quizás sepáis hacer encargos, pero lo hacéis en un cuaderno, o lo hacéis sin apuntar los datos de contacto de la persona. O quizás tenéis todo lo anterior pero podeís mejorar el sistema de recordatorios para que no os dejen los productos colgados… 

Revisar los procesos es la forma más rápida y fácil de aumentar los márgenes.
";"Elige un proceso interno que pienses que se debería mejorar y pide a alguien del equipo que cree un checklist sencillo. Cuando esté listo compártelo con el resto del equipo y pídeles que al hacer proceso, sigan el checklist. En menos de una semana podrás comprobar cuánto habéis mejorado y elegir otro proceso nuevo. 

Este cambio mejorará la eficiencia y reducirá errores, permitiendo una operación más fluida y un servicio al cliente más consistente. 


";;;;;;;;;;;;;;;;;;;
4;FUNDAMENTAL;"<b>Nivel de lo Fundamental: Liderazgo y Equipo</b>. 

Si tu farmacia está en este nivel, tu foco debería estar en desarrollar tus habilidades de liderazgo y comunicación y en lograr que tu equipo de farmacia, no sólo esté más implicado, sino que también mejore su rendimiento tanto a nivel colectivo como individual. 

Tener un equipo implicado y de alto rendimiento es VITAL para el éxito futuro de la farmacia, porque es el PILAR sobre los que se construye el resto de la Pirámide (lo básico, lo avanzado y lo diferencial). 

Si esta base NO es estable, podrás seguir trabajando cosas de otros niveles, pero te costará mucho hacer realidad las mejoras y lo más seguro es que a los pocos días, el equipo vuelva a hacer lo mismo de antes. 

Cuando aprendas cómo trabajar de la manera correcta este nivel, podrás lograr con tu farmacia CUALQUIER COSA QUE TE PROPONGAS. 
";Rendimiento individual;¿Sabes cómo hacer que cada miembro del equipo mejore su rendimiento individual y encuentre su mejor versión y lo estás consiguiendo?;"El rendimiento colectivo del equipo se fundamenta en unos buenos rendimientos individuales. 

Un equipo puede estar logrando un rendimiento y unos resultados satisfactorios, pero si se consigue activar y potenciar el rendimiento individual, el rendimiento global se disparará. 

Saber encontrar la mejor versión de cada miembro del equipo a nivel individual y teniendo en cuenta los puntos fuertes y débiles de cada uno es VITAL para cualquier farmacia que aspire a más. 
";"Proporciona un feedback positivo a cada miembro del equipo por algo específico que hayan hecho bien. 

Esto motivará a los individuos y mejorará el rendimiento general. Al reconocer y valorar el esfuerzo individual, fomentarás un ambiente de trabajo más positivo y productivo. 

Esto no solo beneficiará a cada trabajador, sino que también impulsará el rendimiento global del equipo.



";;;;;;;;;;;;;;;;;;;
5;FUNDAMENTAL;"<b>Nivel de lo Fundamental: Liderazgo y Equipo</b>. 

Si tu farmacia está en este nivel, tu foco debería estar en desarrollar tus habilidades de liderazgo y comunicación y en lograr que tu equipo de farmacia, no sólo esté más implicado, sino que también mejore su rendimiento tanto a nivel colectivo como individual. 

Tener un equipo implicado y de alto rendimiento es VITAL para el éxito futuro de la farmacia, porque es el PILAR sobre los que se construye el resto de la Pirámide (lo básico, lo avanzado y lo diferencial). 

Si esta base NO es estable, podrás seguir trabajando cosas de otros niveles, pero te costará mucho hacer realidad las mejoras y lo más seguro es que a los pocos días, el equipo vuelva a hacer lo mismo de antes. 

Cuando aprendas cómo trabajar de la manera correcta este nivel, podrás lograr con tu farmacia CUALQUIER COSA QUE TE PROPONGAS. 
";Autonomía y Responsabilidad;¿Delegas todas las tareas que no son fundamentales y tu equipo las desempeña de manera autónoma  y responsable, de forma que te puedas olvidar de esas tareas y no preocuparte por ellas porque sabes que se hacen bien?;"Muchos titulares y gerentes tienen miedo de darle responsabilidades a las personas de su equipo porque piensan que se van “quemar” o que les van a pedir más dinero. 

La psicología demuestra que es ¡Justo lo contrario! Cuantas más tareas delegamos, más importante hacemos sentir a la otra persona, se hace más responsable y rinde mejor. 

Piensa en tu equipo, ¿acaso la persona que mejor trabaja no es la que más tareas y responsabilidades tiene y la que peor trabaja es la que menos tareas y responsabilidades tiene? 

¡No es casualidad!
";"Delega una tarea específica a un miembro del equipo, enfocándote en el resultado esperado y haciendo seguimiento. Cuando hayas hecho seguimiento varias veces y la otra persona no tenga errores, puedes dejar de revisar, porque ya será ""dueña"" del proceso que sea. 

Esto aumentará su sentido de responsabilidad y puede mejorar su rendimiento. 

Al confiar en ellos y hacer un seguimiento adecuado, potenciarás su desarrollo profesional y su compromiso con la farmacia.




";;;;;;;;;;;;;;;;;;;
6;BASICO;"<b>Nivel de lo Básico: la Fidelización de clientes y pacientes</b>. 

Si tu farmacia está en este nivel, tu foco debería estar en mejorar la experiencia de los clientes que ENTRAN en la farmacia, porque está es la base de la FIDELIZACIÓN.

Estos son los clientes MÁS IMPORTANTES porque son los que hacen que sigáis abriendo la farmacia día tras día (no los que os siguen en Instagram). 

Cuando un cliente está muy satisfecho con la experiencia cuando visita un negocio, tiene mayor probabilidad de volver, gasta entre un 16% y un 21% más en cada visita  y, además, RECOMIENDA el negocio a otras personas de su confianza. 

¡Y ésta es la clave del crecimiento económico y de la mejora de la rentabilidad!
";Atención farmacéutica;¿Todo el equipo de farmacia ofrece al cliente y paciente una atención farmacéutica orientada a sus necesidades y con una calidad similar (incluye medidas farmacológicas y no farmacológicas, beneficios del tratamiento, posología, etc.)? ;"La atención farmacéutica es el corazón de la farmacia. 

Todo lo que hace en la farmacia, desde las compras, a las formaciones y todo lo que puedas imaginar es para llegar LO MEJOR PREPARADOS POSIBLES a este momento. 

Si en el momento de tener al cliente o paciente delante sois capaces de ayudarle y aportarle el máximo valor posible, vuestra farmacia crecerá. 

Piénsalo: no hay negocio que ayude mucho a mucha gente y que gane mucho. Si quieres que tu farmacia crezca, no debes centrarte en vender, sino AYUDAR mediante la Atención farmacéutica. 
";"Añade al consejo farmacéutico una medida higiénico-dietética sobre la patología del cliente. 

Esto mejorará la calidad de la atención ofrecida y aumentará la satisfacción del cliente, que valorará el consejo integral y personalizado, fortaleciendo así su lealtad a la farmacia. 

Recuerda que un cliente bien atendido es más propenso a regresar y recomendar la farmacia a otros.




";;;;;;;;;;;;;;;;;;;
7;BASICO;"<b>Nivel de lo Básico: la Fidelización de clientes y pacientes</b>. 

Si tu farmacia está en este nivel, tu foco debería estar en mejorar la experiencia de los clientes que ENTRAN en la farmacia, porque está es la base de la FIDELIZACIÓN.

Estos son los clientes MÁS IMPORTANTES porque son los que hacen que sigáis abriendo la farmacia día tras día (no los que os siguen en Instagram). 

Cuando un cliente está muy satisfecho con la experiencia cuando visita un negocio, tiene mayor probabilidad de volver, gasta entre un 16% y un 21% más en cada visita  y, además, RECOMIENDA el negocio a otras personas de su confianza. 

¡Y ésta es la clave del crecimiento económico y de la mejora de la rentabilidad!
";Identificación de clientes;¿Se están  registrando y asociando al menos el 80% de las transacciones diarias en el mostrador (medicamentos y venta libre) a perfiles de pacientes en el software de la farmacia para mejorar la personalización en el futuro?;"Es IMPOSIBLE personalizar la experiencia de los clientes sin información. 

El gran problema en la inmensa mayoría de farmacias es que el 90% de las transacciones son anónimas o como cliente de paso. 

Por eso es TAN IMPORTANTE que empecéis a identificar todas las transacciones, tanto de venta libre como de medicamentos. 

¿Lo ves difícil? Tu banco lo hace. Tu médico lo hace. En tu supermercado lo hacen. 

¿Por qué en tu farmacia no?
";"Comienza a pedir el nombre y un dato de contacto de cada cliente en cada transacción, buscando el momento perfecto para pedirle los datos, ya sea antes, durante o al final. 

Esto te permitirá personalizar su experiencia y mejorar la relación con ellos. Identificar a los clientes facilitará la implementación de estrategias de marketing más efectivas y personalizadas.

";;;;;;;;;;;;;;;;;;;
8;BASICO;"<b>Nivel de lo Básico: la Fidelización de clientes y pacientes</b>. 

Si tu farmacia está en este nivel, tu foco debería estar en mejorar la experiencia de los clientes que ENTRAN en la farmacia, porque está es la base de la FIDELIZACIÓN.

Estos son los clientes MÁS IMPORTANTES porque son los que hacen que sigáis abriendo la farmacia día tras día (no los que os siguen en Instagram). 

Cuando un cliente está muy satisfecho con la experiencia cuando visita un negocio, tiene mayor probabilidad de volver, gasta entre un 16% y un 21% más en cada visita  y, además, RECOMIENDA el negocio a otras personas de su confianza. 

¡Y ésta es la clave del crecimiento económico y de la mejora de la rentabilidad!
";Comunicación y seguimiento;¿Ofrecéis a los clientes y pacientes que visitan a la farmacia diferentes canales de comunicación, incluyendo medios digitales (por ejemplo, WhatsApp) y se fomenta el uso por parte de ellos para mantener una relación más estrecha?;"En el siglo pasado, el radio de acción de una farmacia se limitaba a las veces que el paciente les visitaba. 

Podían estar cerca de ellos, sólo cuando les visitaban o les llamaban por teléfono. 

Ahora la tecnología ha cambiado todo esto y es posible estar cerca del cliente también cuando no está en la farmacia, usando, por ejemplo, WhatsApp Business. 

No hay motivo para llevar la ayuda que damos en la atención farmaceútica más allá, gracias a las posibilidades del mundo digital. 

No es algo que te pidamos nosotros, lo están pidiendo (cada vez más) los clientes y pacientes de la farmacias. 
";"Compra un número e instala WhatsApp Business (y WhatsApp Business Web en un ordenador). 

Si ya lo tienes, crea un sistema para que los mensajes se respondan antes de 1 hora. Esto te permitirá mantener un contacto más cercano y rápido con tus clientes, mejorando su experiencia y la percepción de tu servicio. 

La respuesta rápida fortalecerá la relación con el cliente y su confianza en tu farmacia.


";;;;;;;;;;;;;;;;;;;
